source,query,mode,status,started_at,result_count,error,raw_response,raw_sha256
crossref,generative AI workplace conversational assistant productivity heterogeneity,broad,http-200,2026-08-24T18:37:38+00:00,50,,raw/crossref-031.json,e3386b191be89de1feb7c91d70c3b0b7bc70e065e828fe25817f856d79e75b56
crossref,interaction aware co-writing editing cost acceptance,broad,http-200,2026-08-24T18:37:40+00:00,50,,raw/crossref-032.json,3d0cc5f1d8174976d0e17fbeb9459eab049d3341782e5bf036c0faf6bd955b07
crossref,Experimental evidence on the productivity effects of generative artificial intelligence,known-item-challenge,http-200,2026-08-24T18:37:41+00:00,50,,raw/crossref-033.json,803e336607606f7193453c5f3f9f715be2fa891a7e284a3c6b882c4a87ffdff0
crossref,CoAuthor Designing a Human-AI Collaborative Writing Dataset,known-item-challenge,http-200,2026-08-24T18:37:43+00:00,50,,raw/crossref-034.json,4f4ed0f3f4a18533207cac52bd9070e134be37b37745e5dc67b509eede2050b1
crossref,Closing the Loop Learning to Generate Writing Feedback,known-item-challenge,http-200,2026-08-24T18:37:45+00:00,50,,raw/crossref-035.json,8f0c381cffea9b0843c5e277832cd2cc30bd54a7c1273539f45c21c27047f30a
crossref,Co-Writing with AI on Human Terms,known-item-challenge,http-200,2026-08-24T18:37:47+00:00,50,,raw/crossref-036.json,7fd0a7fd55eaa26390d5b395e9cfc7581f022895b4b9cfb3043aee9abf12d85c
crossref,Generative AI enhances individual creativity but reduces collective diversity,known-item-challenge,http-200,2026-08-24T18:37:49+00:00,50,,raw/crossref-037.json,cc3bdd4e29c42ba57bbe6dcb373a017d71a5915841dda2dc7ebeed91ae92fc97
crossref,Comparing scientific abstracts generated by ChatGPT real abstracts blinded human reviewers,known-item-challenge,http-200,2026-08-24T18:37:51+00:00,50,,raw/crossref-038.json,198ca841964eff135c942aaf6654810e8743250fb11a7ec519b8852a498867b1
crossref,PRISMA-S extension reporting literature searches systematic reviews,known-item-challenge,http-200,2026-08-24T18:37:54+00:00,50,,raw/crossref-039.json,bfc06725cafab73b497f28434e8fa9b65b3100a059960d086e935ed350fd013a
crossref,Help Me Write a Story Evaluating LLMs Ability to Generate Writing Feedback,known-item-challenge,http-200,2026-08-24T18:37:57+00:00,50,,raw/crossref-040.json,247570cf3ad2514ff4a6bac5617a22e87a238132353ca7712ff6671ba7a55546
crossref,Shifting Work Patterns with Generative AI,known-item-challenge,http-200,2026-08-24T18:37:58+00:00,50,,raw/crossref-041.json,44d4d25328f382ecfa30f4adbba9e65287c2a0819b7c20e4f6ef7381b932de1b
crossref,Does Writing with Language Models Reduce Content Diversity,known-item-challenge,http-200,2026-08-24T18:38:00+00:00,50,,raw/crossref-042.json,a0bc003eedb4efe253eca4ecf1851577d5ed1b50606944dc5f010b169ee69a5c
crossref,A systematic review of AI-assisted academic writing Tools measures and effects,known-item-challenge,http-200,2026-08-24T18:38:07+00:00,50,,raw/crossref-043.json,4e03de5ab65a5db934a48bf0a7f69919205664e19e61651a56779784f8ccd1ae
crossref,Generative artificial intelligence for automated writing evaluation systematic review trends efficacy challenges,known-item-challenge,http-200,2026-08-24T18:38:09+00:00,50,,raw/crossref-044.json,27798c3c80e32c7406f7e9003dc6f88218c5115bb8336f09afc558510adcd4b8
crossref,Prototypical Human AI Collaboration Behaviors from LLM Assisted Writing in the Wild,known-item-challenge,http-200,2026-08-24T18:38:11+00:00,50,,raw/crossref-045.json,f56c8eb66420350d8af58d1740fd2757e92a3cdf06ded629f3826a44b0023253
crossref,Generative AI at Work Brynjolfsson Li Raymond,known-item-challenge,http-200,2026-08-24T18:38:13+00:00,50,,raw/crossref-046.json,1c74c9efe04eeb16531d847f2e1bf6950ad4275a328bdd31f7635a5a10d9f0f6
crossref,Gopen Swan reader expectations scientific writing,known-item-challenge,http-200,2026-08-24T18:38:15+00:00,50,,raw/crossref-047.json,0eab2c0d3f47d91ec68fedccfb70ea329ed4b374b579cac083c1ac9e0e6b2fea
crossref,Consequences of Erudite Vernacular Oppenheimer,known-item-challenge,http-429,2026-08-24T18:38:16+00:00,0,HTTP 429: ,raw/crossref-048.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
crossref,language model watermark provenance robustness Kirchenbauer,known-item-challenge,http-200,2026-08-24T18:38:17+00:00,50,,raw/crossref-049.json,660fa25e2d8b83b69457d91bbbd4bba2997391541e5ade749970375305e2e8c6
crossref,AI generated text detection impossibility paraphrasing Sadasivan,known-item-challenge,http-200,2026-08-24T18:38:19+00:00,50,,raw/crossref-050.json,69ad30d8b8058b6463d493ff5feb24c573a8fe760209b0a3eb309d5601c2909f
nber,Shifting Work Patterns with Generative AI,known-item-challenge,http-200,2026-08-24T18:38:20+00:00,50,,raw/public-nber-001.json,99f37189466d4b8afe97e23ba9fd89643f46a527f9b3c5dfd30531e2a17fafdb
iclr-proceedings,Does Writing with Language Models Reduce Content Diversity,known-item-challenge,http-200,2026-08-24T18:38:21+00:00,1,,raw/public-iclr-proceedings-001.html,6f6d5a53920d050d1a69f84554544b15d7aeb9c9b3ca6e7f673cfa857882f827
manual-import,acl_anthology_writing.csv,,imported,2026-08-24T18:38:27+00:00,11622,,docs/survey/audit/imports/acl_anthology_writing.csv,26f9f9532a13f9a6e6280f4df9ef0e4bcdbc0b6a4b5d2b5a80313fa24c2e4e29
manual-import,iclr_writing_language_models.csv,,imported,2026-08-24T18:38:27+00:00,1,,docs/survey/audit/imports/iclr_writing_language_models.csv,5f79319bc370e6259d22a8088f456a06e8446c064d2023116b7d618c2396329f
manual-import,nber_generative_ai.csv,,imported,2026-08-24T18:38:27+00:00,32,,docs/survey/audit/imports/nber_generative_ai.csv,acb767e3de3457e519b8cbb5877bff62d02a4a4c4b5ee50147d0ac0947c68708
manual-import,repec_ideas_writing.csv,,imported,2026-08-24T18:38:27+00:00,45,,docs/survey/audit/imports/repec_ideas_writing.csv,71409cc29d9425a0ca034b170e929450e40b892e788721f79fc155f6568a62bd
package-registry,Vale,,http-200,2026-08-24T18:38:28+00:00,1,,raw/registry-001-vale.json,786ab5e5dc1af5d0da1d13e0593f73bcac1b34ab71de204dbb7425db4f22e3b6
package-registry,textlint,,http-200,2026-08-24T18:38:28+00:00,1,,raw/registry-002-textlint.json,835a9138f28de5bd011e2ab3753b3c31a6be23ba552ebf67ff0bb9fac082bd37
package-registry,LanguageTool,,http-200,2026-08-24T18:38:29+00:00,1,,raw/registry-003-languagetool.json,4ec577f50fdf93435a407963baa1d418df0f32a9b282f0b174dfd0c366616182
package-registry,Textidote,,http-200,2026-08-24T18:38:30+00:00,1,,raw/registry-004-textidote.json,917dbec804352814dae385089bb5caa1e3d254b9ac6b0aff3a9b4b76b541ab88
package-registry,proselint,,http-200,2026-08-24T18:38:31+00:00,1,,raw/registry-005-proselint.json,fba8847ddad6ea47fc0ccc14884a79a0cfe4c079f138343f8cc3e5fa8e476f78
package-registry,write-good,,http-200,2026-08-24T18:38:32+00:00,1,,raw/registry-006-write-good.json,fc23f2445fa874c5bb4c2edcbfd7ed84e87f53bc9fc74aa5615f5f8a52d8ff38
package-registry,LTeX+ LS,,http-200,2026-08-24T18:38:33+00:00,1,,raw/registry-007-ltex-ls.json,4e8981232deffb191cb6a37c3f4b2a2327883da5fa307150a380469a7d266e4c
package-registry,Pandoc,,http-200,2026-08-24T18:38:33+00:00,1,,raw/registry-008-pandoc.json,325f40f6ea04f05f28efd317c4fe68041c41167ef33d15647ed8c463c95d7072
package-registry,pylatexenc,,http-200,2026-08-24T18:38:34+00:00,1,,raw/registry-009-pylatexenc.json,d221636be1b922ef6f398930ac40bb9a8976fc105cfdc65331f6665314e8221b
package-registry,latexdiff,,http-200,2026-08-24T18:38:35+00:00,1,,raw/registry-010-latexdiff.json,a85324e72ffe87d632d49c67db79002c3949157a19bafbff4491805e0d430d6e
package-registry,GROBID,,http-200,2026-08-24T18:38:36+00:00,1,,raw/registry-011-grobid.json,636ce7a5ffadbc3d7b488176c2ad430fdf1d8a6eea2f5e2055f1ca880fc43743
package-registry,textstat,,http-200,2026-08-24T18:38:36+00:00,1,,raw/registry-012-textstat.json,02d502236e11cbd6a6a2210368eaf7742919531ae18b7fa7a095bddadfadbd99
package-registry,Inspect AI,,http-404,2026-08-24T18:38:37+00:00,0,"HTTP 404: {""message"": ""Not Found""}",raw/registry-013-inspect-ai.json,b82014934f66beeb9e05a37f65357c4b50db0349d25d68d818ed0319dd4feb40
package-registry,llama.cpp,,http-200,2026-08-24T18:38:37+00:00,1,,raw/registry-014-llama-cpp.json,b906e3908a57174a743c9b74a5db18084aa92b83a566fe59285d08032bb1e67f
package-registry,plasTeX,,http-200,2026-08-24T18:38:38+00:00,1,,raw/registry-015-plastex.json,3dc6e7fc465124c3311be94e7d8d9d2887946c30b83f3de2422aad1958c815fd
package-registry,tree-sitter-latex,,http-200,2026-08-24T18:38:39+00:00,1,,raw/registry-016-tree-sitter-latex.json,65621c669198ceb6e1db66e243e62a0fa46eec48c71d1390e06d30c641dba6df
package-registry,LaTeXML,,http-200,2026-08-24T18:38:40+00:00,1,,raw/registry-017-latexml.json,68947e7217377424a29ed12794d1424a1d6c8156f8937708b09aa602e0132800
package-registry,unified-latex,,http-200,2026-08-24T18:38:40+00:00,1,,raw/registry-018-unified-latex.json,6003b88ba4fbe5743c8bae796ff77803c5ae40620dca284e8ee514bea1e91659
package-registry,TexSoup,,http-200,2026-08-24T18:38:41+00:00,1,,raw/registry-019-texsoup.json,557fbefb2039354fc7e801b5dfe4479283f2b50ce8f9d8187b1c0db10d8d5451
package-registry,jsPsych,,http-404,2026-08-24T18:38:41+00:00,0,"HTTP 404: {""error"":""Not found""}",raw/registry-020-jspsych.json,c8d3eae160a892e32837db3dcae515e843e5383fef52b8141940c8bcf8b6d59f
package-registry,latexmk,,http-200,2026-08-24T18:38:42+00:00,1,,raw/registry-021-latexmk.json,085c0f6450e89ee9c6d693af6113fc7a8b8fd9532dba18d7da80da12e1ad2629
package-registry,ChkTeX,,http-404,2026-08-24T18:38:42+00:00,0,"HTTP 404: {""message"":""Not Found"",""documentation_url"":""https://docs.github.com/rest/repos/repos#get-a-repository"",""status"":""404""}",raw/registry-022-chktex.json,4f50e254a719a6b1b06b529bdaa08980e4acf0878aad0090cba7771f6ebdf0b9
package-registry,humanizer,,http-200,2026-08-24T18:38:43+00:00,1,,raw/registry-023-humanizer.json,08736a94515565c08d60f100e6aa65cad1ad4dd862eb80d5d112206d9cb48275
package-registry,stop-slop,,http-200,2026-08-24T18:38:43+00:00,1,,raw/registry-024-stop-slop.json,88074f6553e9ac96fb1264496e3e657c7b3845ddc9c5ecf2a19c0ec0765954ae
package-registry,taste-skill,,http-200,2026-08-24T18:38:44+00:00,1,,raw/registry-025-taste-skill.json,8faee531775b3ce3e77111040cf94a3a1ce8293a1498c3cb644a160c6e38ad7c
package-registry,writing-agent,,http-200,2026-08-24T18:38:45+00:00,1,,raw/registry-026-writing-agent.json,74692f7b1ebef5a4fd7124257dab93e7c26e4d5bbd78b09e29a808754fdb90ac
package-registry,vale-ai-tells,,http-200,2026-08-24T18:38:46+00:00,1,,raw/registry-027-vale-ai-tells.json,ee5b8fa9c307c8af23a396932e123836e2d15af8fe84287e64ffb6a3a756fc3c
package-registry,academic-humanizer,,http-200,2026-08-24T18:38:47+00:00,1,,raw/registry-028-academic-humanizer.json,df67da55098990f75112c00bc3e11a67b5bfc51269664dd618b9f32f54cc193b
package-registry,avoid-ai-writing,,http-200,2026-08-24T18:38:47+00:00,1,,raw/registry-029-avoid-ai-writing.json,137342fad4efcf2b73351e597c7dc74929e8a6633e3dd62d528b50680f2158c7
package-registry,sloptrim,,http-200,2026-08-24T18:38:48+00:00,1,,raw/registry-030-sloptrim.json,c5320354686cdaa33ea932d4d28d19644efc2fbdbbba3de5c44105ce06093d6c
package-registry,humanizer-stack,,http-200,2026-08-24T18:38:48+00:00,1,,raw/registry-031-humanizer-stack.json,6187204420b7a3d60e558db8a9693fa312d1932213f4991e097d6d9853fee15d
package-registry,fast-detect-gpt,,http-200,2026-08-24T18:38:49+00:00,1,,raw/registry-032-fast-detect-gpt.json,515cd4a0323cfe70801d1ba508773b4273b18c729bb8ef0ea772a2d43e427bb4
package-registry,slop-forensics,,http-200,2026-08-24T18:38:50+00:00,1,,raw/registry-033-slop-forensics.json,b4b2499d2c5b682df17f701433f016e1561a838e11c43d92c8a3819c7c28ee51
github,prose linter,,http-200,2026-08-24T18:38:50+00:00,30,,raw/github-001.json,7705f299c7c2f93cd5c31eff2b0e24e51362a8162ccc308ff6b3be7c3be1a737
github,LaTeX grammar checker,,http-200,2026-08-24T18:38:51+00:00,12,,raw/github-002.json,255e03b97a08e6b113d28c3e32c75d9fce9447a6a5a4987ab5599fb8880a2906
github,academic writing feedback,,http-200,2026-08-24T18:38:52+00:00,30,,raw/github-003.json,39876c85581d17ec47fe61f4b2acbdcc327a9e6290d580981cdacfb5fdaa242b
github,citation checker scholarly,,http-200,2026-08-24T18:38:53+00:00,1,,raw/github-004.json,315d391437b984f75ce0e61740a938880975c3337a5c646a2a5d96703683e32e
github,readability text analysis,,http-200,2026-08-24T18:38:54+00:00,30,,raw/github-005.json,bd7a36aa8eb10827774275966412e9d9bb99bb1f8b77474dbc13cf964685e50a
github,AI writing evaluation,,http-200,2026-08-24T18:38:56+00:00,30,,raw/github-006.json,6d8d8e22011169d45718cef8515919a813a0fe6823b17024258ab63172097067
github,LLM writing feedback,,http-200,2026-08-24T18:38:57+00:00,30,,raw/github-007.json,873fd1ac29f258ba443d3b58684c864e7ce120585a5eb194dbc4ad4080486d53
github,human AI collaborative writing,,http-200,2026-08-24T18:38:58+00:00,22,,raw/github-008.json,3297ffeaec8bf8dd3446644deb78e2e9af06b241106a639f4c7b59f116d8f228
github,LaTeX parser AST,,http-200,2026-08-24T18:38:59+00:00,23,,raw/github-009.json,3949ce0199480d518e4d470a8d96abf808e3e634744a9c6a872905198fb54121
github,LaTeX document object model macro expansion,,http-200,2026-08-24T18:39:00+00:00,0,,raw/github-010.json,4af480b8ee5b87b369a76c49bd22c9a783908272ebffbe97898f8ab0f0772a5f
github,LaTeX incremental parser tree-sitter,,http-403,2026-08-24T18:39:01+00:00,0,"HTTP 403: {""message"":""API rate limit exceeded for 180.188.175.245. (But here's the good news: Authenticated requests get a higher rate limit. Check out the documentation for more details.)"",""documentation_url"":""https://docs.github.com/rest/overview/r",raw/github-011.json,8b69f729644a5c6fb8eeac6001444704842ca6fd93c8fbefdfb9203f04c7fcbf
github,scholarly PDF citation extraction,,http-403,2026-08-24T18:39:01+00:00,0,"HTTP 403: {""message"":""API rate limit exceeded for 180.188.175.245. (But here's the good news: Authenticated requests get a higher rate limit. Check out the documentation for more details.)"",""documentation_url"":""https://docs.github.com/rest/overview/r",raw/github-012.json,8b69f729644a5c6fb8eeac6001444704842ca6fd93c8fbefdfb9203f04c7fcbf
github,language model evaluation framework,,http-403,2026-08-24T18:39:02+00:00,0,"HTTP 403: {""message"":""API rate limit exceeded for 180.188.175.245. (But here's the good news: Authenticated requests get a higher rate limit. Check out the documentation for more details.)"",""documentation_url"":""https://docs.github.com/rest/overview/r",raw/github-013.json,8b69f729644a5c6fb8eeac6001444704842ca6fd93c8fbefdfb9203f04c7fcbf
github,local LLM inference,,http-403,2026-08-24T18:39:02+00:00,0,"HTTP 403: {""message"":""API rate limit exceeded for 180.188.175.245. (But here's the good news: Authenticated requests get a higher rate limit. Check out the documentation for more details.)"",""documentation_url"":""https://docs.github.com/rest/overview/r",raw/github-014.json,8b69f729644a5c6fb8eeac6001444704842ca6fd93c8fbefdfb9203f04c7fcbf
crossref-doi,10.1126/science.adh2586,bibliographic-identity,http-200,2026-08-24T18:39:03+00:00,1,,raw/evidence-doi-003-e-ext-001.json,32e6648993cda882403094bda127351f2bf54b634c397af2737130147a51680a
crossref-doi,10.1145/3491102.3502030,bibliographic-identity,http-200,2026-08-24T18:39:10+00:00,1,,raw/evidence-doi-004-e-ext-002.json,d1c62385a77d4b28aead1d721a27a0448097cecbe36f03d8b231e8f303aedbef
crossref-doi,10.18653/v1/2024.emnlp-main.928,bibliographic-identity,http-200,2026-08-24T18:39:11+00:00,1,,raw/evidence-doi-005-e-ext-003.json,edcf364c479f1bd28a2aab8bbededef5606c67fe350be3c40b83633d5df51740
crossref-doi,10.1126/sciadv.adn5290,bibliographic-identity,http-200,2026-08-24T18:39:12+00:00,1,,raw/evidence-doi-006-e-ext-004.json,6b39a267a7c67f1be86f4e4448c1d6daf275ab489d3139aae118ca4d7c6ee4d3
crossref-doi,10.1038/s41746-023-00819-6,bibliographic-identity,http-200,2026-08-24T18:39:13+00:00,1,,raw/evidence-doi-007-e-ext-005.json,e01e3fa83895a616eb1fc65c35b10a4d01bea55b6af21627236fbfc909ef73da
crossref-doi,10.1186/s13643-020-01542-z,bibliographic-identity,http-200,2026-08-24T18:39:14+00:00,1,,raw/evidence-doi-009-e-method-001.json,8e08ddb12de2aaeae1e7f235d8189d15b329f0b40efbbf73f3d3ce8f6e9d9f2e
crossref-doi,10.18653/v1/2025.acl-long.1254,bibliographic-identity,http-200,2026-08-24T18:39:15+00:00,1,,raw/evidence-doi-014-e-ext-007.json,0d1f3927eebaadf3b4f20396a13b4210b2c261f47e310e20f1c0730180a552f5
crossref-doi,10.18653/v1/2024.emnlp-main.279,bibliographic-identity,http-200,2026-08-24T18:39:17+00:00,1,,raw/evidence-doi-017-e-ext-010.json,17c1d79da88a27c4f0365c817d680646ebbb13aadc3a5729a4e2c11fb8c19c3b
crossref-doi,10.3386/w33795,bibliographic-identity,http-200,2026-08-24T18:39:18+00:00,1,,raw/evidence-doi-018-e-ext-011.json,86649329c3315893d6931813c0770b24918263ed5a412dc0e74a72180a233b18
crossref-doi,10.1287/orsc.2025.21838,bibliographic-identity,http-200,2026-08-24T18:39:19+00:00,1,,raw/evidence-doi-020-e-ext-013.json,db59d628e907d71ea0c66c67383ded3bf31e7e8cff9420ba7e0e121b2a44d5aa
crossref-doi,10.1016/j.caeai.2024.100209,bibliographic-identity,http-200,2026-08-24T18:39:20+00:00,1,,raw/evidence-doi-021-e-ext-014.json,e33b53cef8646f40153a6b5ab75d890ee1763903345be038ca1ecf44b7fbeb4a
crossref-doi,10.2196/52935,bibliographic-identity,http-200,2026-08-24T18:39:21+00:00,1,,raw/evidence-doi-022-e-ext-015.json,f6b91984fc35906a3035f692002b75b87954d1210eefa7d0b64ef49f8ace532e
crossref-doi,10.1016/j.jeap.2026.101726,bibliographic-identity,http-200,2026-08-24T18:39:22+00:00,1,,raw/evidence-doi-024-e-ext-017.json,71e879332edacdd003912a47291b69bee53a94282f51079f7f6c8e0ce0f0e6a6
crossref-doi,10.1016/j.asw.2026.101041,bibliographic-identity,http-200,2026-08-24T18:39:23+00:00,1,,raw/evidence-doi-025-e-ext-018.json,e15fe134c9a3206adc023fa29f883f88e7a6458a2592b9530ff5cce06fb1ecb4
crossref-doi,10.18653/v1/2025.emnlp-main.852,bibliographic-identity,http-200,2026-08-24T18:39:24+00:00,1,,raw/evidence-doi-026-e-ext-019.json,dfc830fbfbd85b1e08eeff359bb7987e1be4574c0e467f7bd46660fd26fe8be8
crossref-doi,10.1093/qje/qjae044,bibliographic-identity,http-200,2026-08-24T18:39:25+00:00,1,,raw/evidence-doi-027-e-ext-020.json,81bf9c3ccd8acc8551d889098dbc49e35990f090325b9cb578d0debf9a22a432
crossref-doi,10.1002/acp.1178,bibliographic-identity,http-200,2026-08-24T18:39:26+00:00,1,,raw/evidence-doi-030-e-ext-023.json,8dc34ade617c00020f128f96206ddea5ee0f729bf4322f75c11fecd1303b4047
crossref-bibliography,10.1016/j.patter.2023.100779,bibliography-identity,http-200,2026-08-24T18:39:27+00:00,1,,raw/bib-doi-015-liang2023detectors.json,9341ee07c30f89b565f5dc4f59d412a71e62e5d892aabc78ff2d186371748efe
crossref-bibliography,10.1007/s40979-023-00146-z,bibliography-identity,http-200,2026-08-24T18:39:29+00:00,1,,raw/bib-doi-016-weberwulff2023testing.json,d7b319c88b1ee2f956ed043f49612b127a523a1185a6c375b1a79a080ca69af4
crossref-bibliography,10.1145/3490099.3511105,bibliography-identity,http-200,2026-08-24T18:39:30+00:00,1,,raw/bib-doi-019-yuan2022wordcraft.json,6c2e95ded0fde498654e8aa8660640d542c5f8f26850b7e54e8a8337358aae00
crossref-bibliography,10.1162/coli_a_00426,bibliography-identity,http-200,2026-08-24T18:39:31+00:00,1,,raw/bib-doi-022-jin2022style.json,e46629e8661458f872b0a25e39cb5294cd7c1856b1040aca3e2c572be84faa89
crossref-bibliography,10.7554/eLife.27725,bibliography-identity,http-200,2026-08-24T18:39:33+00:00,1,,raw/bib-doi-027-plavensigray2017readability.json,f9968fff08d2fa9f89fbf60d8738467348f5305d35e1cad9c144527dafa0ff45
crossref-bibliography,10.1098/rspb.2020.2581,bibliography-identity,http-200,2026-08-24T18:39:34+00:00,1,,raw/bib-doi-028-martinez2021terminology.json,aa2e5b74fcc63f47832e7823f08f10936dcaffca4a136141ba6e0678e5fd557b
crossref-bibliography,10.3758/s13428-022-01802-x,bibliography-identity,http-200,2026-08-24T18:39:35+00:00,1,,raw/bib-doi-029-crossley2022clear.json,cb204f4e9bb31ffd7857278a955e8b83838cc56a2430255b2623d6d3c36a92b7
crossref-bibliography,10.3758/BF03195564,bibliography-identity,http-200,2026-08-24T18:39:36+00:00,1,,raw/bib-doi-030-graesser2004cohmetrix.json,64613216c6fc7356b2ae775d4d86f0eff2ff614bff7cf24647e90d73cc1bcd2c
crossref-bibliography,10.1257/jel.20231736,bibliography-identity,http-200,2026-08-24T18:39:37+00:00,1,,raw/bib-doi-032-korinek2023generative.json,a88b614fbbceb2012d491f39f816a426b71aaa03718551e602704a538bee9e75
crossref-bibliography,10.58680/ccc198115885,bibliography-identity,http-200,2026-08-24T18:39:38+00:00,1,,raw/bib-doi-072-flower1981cognitive.json,34d89a97f3643d7e4a430e1ad602632d5aa042088d313359f3a67bef14c8e8b9
crossref-bibliography,10.3102/003465430298487,bibliography-identity,http-200,2026-08-24T18:39:39+00:00,1,,raw/bib-doi-076-hattie2007feedback.json,845fd0d8a74b533e336d07b0fe7bd800773d815a97c03de8f9de0512a4c86594
crossref-bibliography,10.1080/03075070600572090,bibliography-identity,http-200,2026-08-24T18:39:40+00:00,1,,raw/bib-doi-077-nicol2006formative.json,59510d3c573c5d7a9255ef60ba7bf420e832dc1dcebf5b9151be6ba932ed5ab9
