name,category,ecosystem,url,repository,source,manifest_commit,local_path,local_present,local_commit,provenance_status,license_file,registry_version,registry_release,registry_license,registry_status,readme,test_file_count,languages,description,stars,updated_at
ai-writing-coach,discovered,github-search,https://github.com/SumithKumar765/ai-writing-coach,https://github.com/SumithKumar765/ai-writing-coach,github-search,,,False,,remote-only,,,,,,False,0,,"Full-stack AI application delivering instant, streaming writing feedback via Groq's Llama 3 API. Built with a React frontend and Python/FastAPI backend, offering a responsive, professional dashboard for refining academic, business, and creative text.",1,2026-03-15T12:08:04Z
ai-writing-critiquer,discovered,github-search,https://github.com/Gopinathh22/ai-writing-critiquer,https://github.com/Gopinathh22/ai-writing-critiquer,github-search,,,False,,remote-only,,,,,,False,0,,"This project is an AI-powered writing critique agent that uses multiple large language models (LLMs) to provide diverse feedback on your writing. It is built with a Python backend using FastAPI and LangChain, and a Next.js frontend with Tailwind CSS and shadcn/ui.",1,2025-08-14T00:07:41Z
ai-writing-feedback-api,discovered,github-search,https://github.com/Sandadinu/ai-writing-feedback-api,https://github.com/Sandadinu/ai-writing-feedback-api,github-search,,,False,,remote-only,,,,,,False,0,,FastAPI-based backend prototype for AI-assisted writing evaluation.,0,2026-05-17T10:52:26Z
ai-writing-skill,discovered,github-search,https://github.com/lioooeeoooil-ux/ai-writing-skill,https://github.com/lioooeeoooil-ux/ai-writing-skill,github-search,,,False,,remote-only,,,,,,False,0,,Human-AI collaborative writing system for long-form tech analysis,0,2026-05-03T09:09:43Z
al-resume-ats-checker,discovered,github-search,https://github.com/tyler-rosszh8194/al-resume-ats-checker,https://github.com/tyler-rosszh8194/al-resume-ats-checker,github-search,,,False,,remote-only,,,,,,False,0,,"AI-assisted web toolkit for career applications, combining resume reviews, ATS evaluation, resume creation, cover letter writing, and job matching in one platform.",12,2026-08-23T19:03:23Z
arc-proselint,discovered,github-search,https://github.com/google/arc-proselint,https://github.com/google/arc-proselint,github-search,,,False,,remote-only,,,,,,False,0,,A proselint linter for use with Phabricator's arc command line tool.,17,2026-07-21T08:41:20Z
ast-calculus,discovered,github-search,https://github.com/XenoverseUp/ast-calculus,https://github.com/XenoverseUp/ast-calculus,github-search,,,False,,remote-only,,,,,,False,0,,This is a symbolic calculus machine (Integrator and Differentiator) with tokenizing and parsing supported for LaTeX-like equation format.,0,2024-12-24T13:56:08Z
auralscript,discovered,github-search,https://github.com/Spankie0001/auralscript,https://github.com/Spankie0001/auralscript,github-search,,,False,,remote-only,,,,,,False,0,,Convert audio files to LLM-readable text schemas for AI music analysis,3,2026-05-23T23:55:51Z
blog-writing-ai-human-pair,discovered,github-search,https://github.com/pk-198/blog-writing-ai-human-pair,https://github.com/pk-198/blog-writing-ai-human-pair,github-search,,,False,,remote-only,,,,,,False,0,,"AI-Human collaborative blog creation system with 22-step workflow using FastAPI, Next.js, OpenAI, and Tavily",1,2026-05-14T09:03:03Z
case-report-feedback-system,discovered,github-search,https://github.com/yuuto-T/case-report-feedback-system,https://github.com/yuuto-T/case-report-feedback-system,github-search,,,False,,remote-only,,,,,,False,0,,"This repository provides an example implementation of an LLM-based feedback system for clinical case report writing.  The system connects Slack, Google Apps Script (GAS), and Dify to deliver structured feedback to novice rehabilitation staff, supporting scalable and reproducible educational use.",0,2025-12-16T13:37:45Z
citelearn,discovered,github-search,https://github.com/thelondonsimon/citelearn,https://github.com/thelondonsimon/citelearn,github-search,,,False,,remote-only,,,,,,False,0,,A tool to provide suggestions and feedback about which sentences require citations in academic writing.,0,2021-08-01T12:30:25Z
claude_scribe_infrastructure,discovered,github-search,https://github.com/sixel-et/claude_scribe_infrastructure,https://github.com/sixel-et/claude_scribe_infrastructure,github-search,,,False,,remote-only,,,,,,False,0,,Collaborative markdown editor for human-AI writing,0,2026-03-06T07:03:09Z
cnsenti,discovered,github-search,https://github.com/hiDaDeng/cnsenti,https://github.com/hiDaDeng/cnsenti,github-search,,,False,,remote-only,,,,,,False,0,,"中文情感分析库(Chinese Sentiment))可对文本进行情绪分析、正负情感分析。Text analysis, supporting multiple methods including word count, readability, document similarity, sentiment analysis, Word2Vec .",589,2026-07-28T07:40:23Z
coauthor-nlp-analysis,discovered,github-search,https://github.com/soham627/coauthor-nlp-analysis,https://github.com/soham627/coauthor-nlp-analysis,github-search,,,False,,remote-only,,,,,,False,0,,"Human-AI collaborative writing analysis using the CoAuthor dataset. This project explores response times (how writers adapt to AI suggestions) and perceived vs. actual contributions (whether writers accurately assess their own input). Includes visualizations, regression analysis, and key insights on human-AI interaction in writing.",0,2025-02-07T21:09:20Z
content-os-2.0,discovered,github-search,https://github.com/vivian571/content-os-2.0,https://github.com/vivian571/content-os-2.0,github-search,,,False,,remote-only,,,,,,False,0,,"AI Content Engineering Operating System: research, ideation, writing, verification, platform compilation, analytics and feedback.",0,2026-08-13T05:45:59Z
coverletter_wiz,discovered,github-search,https://github.com/jonamar/coverletter_wiz,https://github.com/jonamar/coverletter_wiz,github-search,,,False,,remote-only,,,,,,False,0,,A privacy-forward experiment in AI-Human collaborative writing. ,1,2025-04-20T16:18:58Z
cybergym-e2e,discovered,github-search,https://github.com/sunblaze-ucb/cybergym-e2e,https://github.com/sunblaze-ucb/cybergym-e2e,github-search,,,False,,remote-only,,,,,,False,0,,"CyberGym-E2E is a large-scale benchmark built from real-world vulnerabilities in widely used open-source projects to evaluate AI agents' end-to-end cybersecurity capabilities, from discovering vulnerabilities to generating proof-of-concept to writing patches.",54,2026-08-19T03:18:30Z
danger-prose,discovered,github-search,https://github.com/dbgrandi/danger-prose,https://github.com/dbgrandi/danger-prose,github-search,,,False,,remote-only,,,,,,False,0,,Danger plugin to lint your blog posts with proselint,28,2025-03-12T21:27:26Z
deslopper,discovered,github-search,https://github.com/jv-k/deslopper,https://github.com/jv-k/deslopper,github-search,,,False,,remote-only,,,,,,False,0,,A deterministic prose linter for the mechanical tells of machine-generated writing.,3,2026-08-01T14:22:59Z
desmos-latex-parser,discovered,github-search,https://github.com/jaosber/desmos-latex-parser,https://github.com/jaosber/desmos-latex-parser,github-search,,,False,,remote-only,,,,,,False,0,,"Extraction and isolation of the LaTeX math parser from Desmos Calculator (2018 production build). Includes lexer, latex-parser, expression-parser (Pratt parser), and a custom surface-tree evaluator.",0,2026-05-30T03:05:48Z
deutsch-essay-evaluator,discovered,github-search,https://github.com/elifyilbasi/deutsch-essay-evaluator,https://github.com/elifyilbasi/deutsch-essay-evaluator,github-search,,,False,,remote-only,,,,,,False,0,,Practise TELC German writing exams (A1–B2) and get instant AI feedback: inline grammar corrections and per-criterion scoring modelled on telc's official rubrics.,0,2026-08-18T12:00:52Z
dissertation-writing-tool-frontend,discovered,github-search,https://github.com/manikantakallakuri8-bit/dissertation-writing-tool-frontend,https://github.com/manikantakallakuri8-bit/dissertation-writing-tool-frontend,github-search,,,False,,remote-only,,,,,,False,0,,"React-based frontend for a Generative AI-powered dissertation writing assistant. Features a rich text editor (ReactQuill) with real-time AI writing suggestions via WebSocket, prompt-driven academic feedback, Google Scholar paper search, Firebase Authentication, Firestore-backed template management, and export to PDF/Word formats.",0,2026-04-24T21:02:24Z
docs,discovered,github-search,https://github.com/evandandrea/docs,https://github.com/evandandrea/docs,github-search,,,False,,remote-only,,,,,,False,0,,":pencil2: Documentation for Vale, the customizable linter for prose.",0,2019-07-16T08:24:31Z
dutch-essay-helper,discovered,github-search,https://github.com/jasonqiu98/dutch-essay-helper,https://github.com/jasonqiu98/dutch-essay-helper,github-search,,,False,,remote-only,,,,,,False,0,,"A production-minded local LLM writing feedback service built with Java/Spring Boot, Ollama, PostgreSQL, Prometheus/Grafana, and k6, focusing on service ownership, observability, reliability, and incident readiness.",0,2026-06-06T21:37:57Z
editing-agent,discovered,github-search,https://github.com/karthiktadepalli1/editing-agent,https://github.com/karthiktadepalli1/editing-agent,github-search,,,False,,remote-only,,,,,,False,0,,Workflow to integrate LLM feedback on writing.,0,2025-10-08T17:38:57Z
editorial,discovered,github-search,https://github.com/deans-code/editorial,https://github.com/deans-code/editorial,github-search,,,False,,remote-only,,,,,,False,0,,A tool for helping authors stay on track.,2,2026-02-17T17:07:18Z
emacs-ltex-plus,discovered,github-search,https://github.com/ltex-plus/emacs-ltex-plus,https://github.com/ltex-plus/emacs-ltex-plus,github-search,,,False,,remote-only,,,,,,False,0,,"LTeX+: Grammar/spell checker 🔍✔️ for Emacs using LanguageTool with support for LaTeX 🎓, Markdown 📝, and others",22,2026-07-22T21:05:07Z
engineering-reflection-assessor,discovered,github-search,https://github.com/arshiya0713/engineering-reflection-assessor,https://github.com/arshiya0713/engineering-reflection-assessor,github-search,,,False,,remote-only,,,,,,False,0,,"LLM-assisted, rubric-aligned formative feedback on engineering students reflective writing (humanities-in-engineering assessment for online/PBL cohorts). Gemini + offline demo + Streamlit. Research prototype (WIP).",0,2026-07-24T16:22:17Z
essay-feedback-app,discovered,github-search,https://github.com/arjunymun/essay-feedback-app,https://github.com/arjunymun/essay-feedback-app,github-search,,,False,,remote-only,,,,,,False,0,,"DraftLens — trust-first academic writing feedback: rubric scoring, citation verification (Crossref/OpenAlex), evidence checks, and rewrite suggestions. Next.js + Supabase + OpenAI.",0,2026-06-11T04:41:02Z
eval-data,discovered,github-search,https://github.com/paradite/eval-data,https://github.com/paradite/eval-data,github-search,,,False,,remote-only,,,,,,False,0,,Prompts and evaluation data for LLMs on real world coding and writing tasks,17,2026-03-05T00:54:13Z
evo_blog_public,discovered,github-search,https://github.com/ttunguz/evo_blog_public,https://github.com/ttunguz/evo_blog_public,github-search,,,False,,remote-only,,,,,,False,0,,"AI-powered blog post generation system with iterative prompt optimization and multi-model evaluation. Configurable writing style system using Claude, GPT-4, and Gemini with LLM-as-judge scoring and automated setup.",5,2026-05-13T00:28:31Z
flywrite,discovered,github-search,https://github.com/awdeorio/flywrite,https://github.com/awdeorio/flywrite,github-search,,,False,,remote-only,,,,,,False,0,,"An Emacs minor mode for LLM-powered grammar, style, and academic writing feedback. Suggestions appear as flymake diagnostics with inline explanations. Features a customizable prompt and flexible API provider support.",1,2026-05-26T14:43:07Z
formula-to-latex,discovered,github-search,https://github.com/katerynaknyshenko-tech/formula-to-latex,https://github.com/katerynaknyshenko-tech/formula-to-latex,github-search,,,False,,remote-only,,,,,,False,0,,Конвертер математичних формул із текстової нотації у LaTeX та MathML (ядро Lexer→Parser→Generator + Flask REST API + Tkinter GUI),0,2026-06-23T13:37:51Z
friction,discovered,github-search,https://github.com/zhangchaodesign/friction,https://github.com/zhangchaodesign/friction,github-search,,,False,,remote-only,,,,,,False,0,,"The repo open-sources the prototype from the CHI '25 paper ""Friction: Deciphering Writing Feedback into Writing Revisions through LLM-Assisted Reflection.""",6,2026-04-17T05:41:43Z
futuring-machines,discovered,github-search,https://github.com/fidelthomet/futuring-machines,https://github.com/fidelthomet/futuring-machines,github-search,,,False,,remote-only,,,,,,False,0,,A tool for Human-AI collaborative writing of speculative fiction stories.,5,2026-05-28T20:20:27Z
grammar.el,discovered,github-search,https://github.com/niitsuma/grammar.el,https://github.com/niitsuma/grammar.el,github-search,,,False,,remote-only,,,,,,False,0,,Ginger grammar checker customized for Latex and use ido-completing-read ,0,2014-09-03T20:05:13Z
grammarFormatTranslator,discovered,github-search,https://github.com/Narocki/grammarFormatTranslator,https://github.com/Narocki/grammarFormatTranslator,github-search,,,False,,remote-only,,,,,,False,0,,"Translate between JFLAP, LaTeX, parsingEmulator and Context-free grammar-checker (Calgary) format",0,2024-01-02T16:18:12Z
grammar_checker,discovered,github-search,https://github.com/AkiChase/grammar_checker,https://github.com/AkiChase/grammar_checker,github-search,,,False,,remote-only,,,,,,False,0,,基于大语言模型的 LaTeX 项目英文语法和拼写错误分析工具,3,2026-05-02T05:43:00Z
grammargraph-ast-generator,discovered,github-search,https://github.com/eylulkalfa/grammargraph-ast-generator,https://github.com/eylulkalfa/grammargraph-ast-generator,github-search,,,False,,remote-only,,,,,,False,0,,"Recursive descent parser in Python for BNF-style grammars: token validation, parse trees, JSON output, and PNG visualization via pydot/Graphviz. Includes LaTeX project report.",0,2026-05-16T15:58:24Z
gre-awa-grader,discovered,github-search,https://github.com/dross20/gre-awa-grader,https://github.com/dross20/gre-awa-grader,github-search,,,False,,remote-only,,,,,,False,0,,"Uses an agentic CRAG strategy to grade, critique, and provide informed feedback on a GRE Analytical Writing essay.",1,2025-06-29T00:51:16Z
humanly,discovered,github-search,https://github.com/WriteHumanly/humanly,https://github.com/WriteHumanly/humanly,github-search,,,False,,remote-only,,,,,,False,0,,A Configurable and Traceable Environment for Human-AI Collaborative Writing.,3,2026-07-21T08:04:24Z
ielts-study-assistant,discovered,github-search,https://github.com/lcwgprwg-droid/ielts-study-assistant,https://github.com/lcwgprwg-droid/ielts-study-assistant,github-search,,,False,,remote-only,,,,,,False,0,,Local-first Academic IELTS study assistant with AI writing feedback and vocabulary review,0,2026-08-02T02:17:34Z
ielts-writing-pro,discovered,github-search,https://github.com/myeverthing3-netizen/ielts-writing-pro,https://github.com/myeverthing3-netizen/ielts-writing-pro,github-search,,,False,,remote-only,,,,,,False,0,,AI IELTS writing evaluation skill,0,2026-04-13T06:38:25Z
iterate,discovered,github-search,https://github.com/sfox100/iterate,https://github.com/sfox100/iterate,github-search,,,False,,remote-only,,,,,,False,0,,autoresearch for text - autonomous iteration loop for improving documents through multi-persona critic feedback,0,2026-07-29T20:57:47Z
joodalint,discovered,github-search,https://github.com/joodaloop/joodalint,https://github.com/joodaloop/joodalint,github-search,,,False,,remote-only,,,,,,False,0,,"A prose, syntax, and build linter for content websites.",5,2026-07-20T11:44:46Z
knowrite,discovered,github-search,https://github.com/knoai/knowrite,https://github.com/knoai/knowrite,github-search,,,False,,remote-only,,,,,,False,0,,"An AI-Powered, Multi-Agent Novel Writing Engine with Full Governance & Quality Assurance Pipeline. Write, review, polish, and evaluate novels completely autonomously. Built with Node.js/Express, featuring Temporal Truth Database, Author Fingerprint, RAG Memory, and Automated Prompt Evolution",18,2026-08-17T05:00:32Z
kol-ops-suite,discovered,github-search,https://github.com/jrr996shujin-png/kol-ops-suite,https://github.com/jrr996shujin-png/kol-ops-suite,github-search,,,False,,remote-only,,,,,,False,0,,"AI-powered skill suite for end-to-end overseas KOL/influencer marketing — screening, outreach, evaluation, brief writing, content QC, live monitoring, and post-campaign review. 9 chainable skills operated by natural language commands. Built for OpenClaw agents.",8,2026-08-17T15:41:04Z
langchain-multi-agent-writer,discovered,github-search,https://github.com/Ngxba/langchain-multi-agent-writer,https://github.com/Ngxba/langchain-multi-agent-writer,github-search,,,False,,remote-only,,,,,,False,0,,"A multi-agent writing system built with LangChain that collaborates across specialized AI agents to research, draft, and refine high-quality written content. Designed for structured creativity, modular workflows, and seamless human-in-the-loop editing.",1,2026-08-14T23:02:43Z
laravel-prose-linter,discovered,github-search,https://github.com/beyondcode/laravel-prose-linter,https://github.com/beyondcode/laravel-prose-linter,github-search,,,False,,remote-only,,,,,,False,0,,Syntax-aware proofreading for your Laravel application.,114,2026-06-13T15:26:22Z
latex-ast,discovered,github-search,https://github.com/Siriusmart/latex-ast,https://github.com/Siriusmart/latex-ast,github-search,,,False,,remote-only,,,,,,False,0,,"AST parser of LaTeX, written in Rust.",5,2025-01-16T09:00:24Z
latex-math-swift,discovered,github-search,https://github.com/PsychQuant/latex-math-swift,https://github.com/PsychQuant/latex-math-swift,github-search,,,False,,remote-only,,,,,,False,0,,"LaTeX subset → OOXML MathComponent AST parser (Swift, depends on ooxml-swift)",0,2026-08-19T07:39:10Z
latex-parser,discovered,github-search,https://github.com/siefkenj/latex-parser,https://github.com/siefkenj/latex-parser,github-search,,,False,,remote-only,,,,,,False,0,,Generate an AST and beautify LaTeX code,72,2025-12-09T18:26:17Z
latex-parser,discovered,github-search,https://github.com/denysvitali/latex-parser,https://github.com/denysvitali/latex-parser,github-search,,,False,,remote-only,,,,,,False,0,,"A LaTeX parser, in Go",4,2023-10-18T06:57:12Z
latex-parser-ts,discovered,github-search,https://github.com/benyakirten/latex-parser-ts,https://github.com/benyakirten/latex-parser-ts,github-search,,,False,,remote-only,,,,,,False,0,,A TypeScript library to parse LaTeX into an AST,0,2024-07-16T17:48:17Z
latex_lexer,discovered,github-search,https://github.com/shadmeoli/latex_lexer,https://github.com/shadmeoli/latex_lexer,github-search,,,False,,remote-only,,,,,,False,0,,"This project is a TypeScript-based lexer that converts Markdown input into LaTeX output. The lexer tokenizes the Markdown text, parses it into an Abstract Syntax Tree (AST), and then generates the corresponding LaTeX code.",1,2024-08-05T07:31:13Z
latexsnipper-core,discovered,github-search,https://github.com/strangelion/latexsnipper-core,https://github.com/strangelion/latexsnipper-core,github-search,,,False,,remote-only,,,,,,False,0,,"A composable Rust engine for mathematical OCR, document understanding, and multi-format document processing.",3,2026-08-24T02:08:07Z
lead-gen-video-script,discovered,github-search,https://github.com/xintu1314/lead-gen-video-script,https://github.com/xintu1314/lead-gen-video-script,github-search,,,False,,remote-only,,,,,,False,0,,"AI skill for diagnosing, structuring, writing, and evaluating Chinese lead-generation short-video scripts.",13,2026-08-19T08:21:53Z
lexis,discovered,github-search,https://github.com/sidd1423/lexis,https://github.com/sidd1423/lexis,github-search,,,False,,remote-only,,,,,,False,0,,NLP tool that analyzes writing style and gives actionable feedback. Fine-tuned transformer model on academic text.,0,2026-03-03T14:19:46Z
lins,discovered,github-search,https://github.com/sthenic/lins,https://github.com/sthenic/lins,github-search,,,False,,remote-only,,,,,,False,0,,"Lins is a lightweight, extensible linter for prose—specifically developed with LaTeX in mind.",4,2026-04-20T11:31:24Z
linter-proselint,discovered,github-search,https://github.com/AtomLinter/linter-proselint,https://github.com/AtomLinter/linter-proselint,github-search,,,False,,remote-only,,,,,,False,0,,A plugin for Atom Linter providing an interface to proselint.,38,2026-06-13T15:26:46Z
llm-formative-feedback-hudk4050,discovered,github-search,https://github.com/daochengmo/llm-formative-feedback-hudk4050,https://github.com/daochengmo/llm-formative-feedback-hudk4050,github-search,,,False,,remote-only,,,,,,False,0,,Reproducible pipeline for generating and evaluating LLM-based formative feedback for K–12 student writing (HUDK 4050 final project).,1,2026-02-07T04:10:59Z
llm-writing-feedback,discovered,github-search,https://github.com/edverma/llm-writing-feedback,https://github.com/edverma/llm-writing-feedback,github-search,,,False,,remote-only,,,,,,False,0,,,6,2025-08-29T04:51:57Z
lucid-lint,discovered,github-search,https://github.com/bastien-gallay/lucid-lint,https://github.com/bastien-gallay/lucid-lint,github-search,,,False,,remote-only,,,,,,False,0,,A cognitive accessibility linter for prose. Bilingual EN/FR. CI-native.,4,2026-08-13T07:57:49Z
luminbuddy-writing-agent-v2,discovered,github-search,https://github.com/Echo-Smith/luminbuddy-writing-agent-v2,https://github.com/Echo-Smith/luminbuddy-writing-agent-v2,github-search,,,False,,remote-only,,,,,,False,0,,"可观察、可干预的中文 AI 写作工作台｜Observable AI writing workspace with orchestration, memory, evaluation, and feedback.",7,2026-08-24T10:48:02Z
lyx-gc,discovered,github-search,https://github.com/gmatht/lyx-gc,https://github.com/gmatht/lyx-gc,github-search,,,False,,remote-only,,,,,,False,0,,A Grammar Checker for LyX and LaTeX,26,2024-09-13T13:52:55Z
mathlex,discovered,github-search,https://github.com/ChrisGVE/mathlex,https://github.com/ChrisGVE/mathlex,github-search,,,False,,remote-only,,,,,,False,0,,"Mathematical expression parser for LaTeX and plain text notation, producing a language-agnostic AST",5,2026-07-05T17:18:45Z
mentor-mcp-server,discovered,github-search,https://github.com/cyanheads/mentor-mcp-server,https://github.com/cyanheads/mentor-mcp-server,github-search,,,False,,remote-only,,,,,,False,0,,"A Model Context Protocol server providing LLM Agents a second opinion via AI-powered Deepseek-Reasoning R1 mentorship capabilities, including code review, design critique, writing feedback, and idea brainstorming through the Deepseek API.",31,2026-07-06T05:45:12Z
mimispec,discovered,github-search,https://github.com/ontonous/mimispec,https://github.com/ontonous/mimispec,github-search,,,False,,remote-only,,,,,,False,0,,"MimiSpec language — a high-information-density intent specification language with parser CLI, AST, and LaTeX rendering",4,2026-07-19T16:18:01Z
modes-of-human-AI-collaborative-writing,discovered,github-search,https://github.com/vgeruslu/modes-of-human-AI-collaborative-writing,https://github.com/vgeruslu/modes-of-human-AI-collaborative-writing,github-search,,,False,,remote-only,,,,,,False,0,,Empirical artfacts for the paper: Modes of Human-AI Collaborative Writing,0,2026-07-16T17:07:22Z
neupen,discovered,github-search,https://github.com/FantasyLu/neupen,https://github.com/FantasyLu/neupen,github-search,,,False,,remote-only,,,,,,False,0,,"AI-driven long-form novel writing engine. Powered by an 8-Agent collaborative workflow and a 3-layer memory system (SQLite+LanceDB vector storage). Features automatic conflict detection, plot foreshadowing scheduling, human-like polish, multi-role reader simulation, and real-time collaboration.",1,2026-07-28T03:14:41Z
nnu-smartwrite,discovered,github-search,https://github.com/handsomeZR-netizen/nnu-smartwrite,https://github.com/handsomeZR-netizen/nnu-smartwrite,github-search,,,False,,remote-only,,,,,,False,0,,"DeepSeek-powered English writing assessment system with semantic scoring, CET-style evaluation, and teacher-facing feedback flows.",0,2026-05-05T15:02:12Z
no-slop,discovered,github-search,https://github.com/Byk3y/no-slop,https://github.com/Byk3y/no-slop,github-search,,,False,,remote-only,,,,,,False,0,,A prose linter that catches AI writing patterns. Based on Wikipedia's Signs of AI Writing.,10,2026-08-22T11:20:07Z
obsidian-textanalysis,discovered,github-search,https://github.com/mihakralj/obsidian-textanalysis,https://github.com/mihakralj/obsidian-textanalysis,github-search,,,False,,remote-only,,,,,,False,0,,"Provides real-time text analysis and feedback on readability, structure, and style.",47,2026-07-22T04:59:12Z
outlier-writing-samples,discovered,github-search,https://github.com/Blukings1/outlier-writing-samples,https://github.com/Blukings1/outlier-writing-samples,github-search,,,False,,remote-only,,,,,,False,0,,Writing and content samples for AI evaluation and improvement,0,2026-04-05T09:54:44Z
paper-checker,discovered,github-search,https://github.com/emareg/paper-checker,https://github.com/emareg/paper-checker,github-search,,,False,,remote-only,,,,,,False,0,,Find simple grammar mistakes in scientific documents.,19,2026-06-15T00:54:56Z
papersignals,discovered,github-search,https://github.com/victorohiswebdev/papersignals,https://github.com/victorohiswebdev/papersignals,github-search,,,False,,remote-only,,,,,,False,0,,"Academic writing quality analyzer — scores documents on signals Turnitin reads (burstiness, perplexity, transitions, lexical diversity) with actionable feedback.",0,2026-05-27T17:32:59Z
papersmith,discovered,github-search,https://github.com/CarryGyc/papersmith,https://github.com/CarryGyc/papersmith,github-search,,,False,,remote-only,,,,,,False,0,,"A local Codex plugin for academic writing, annotation feedback, and PaperSmith editor sync.",1,2026-07-17T19:33:16Z
parsers,discovered,github-search,https://github.com/TrialAndErrorOrg/parsers,https://github.com/TrialAndErrorOrg/parsers,github-search,,,False,,remote-only,,,,,,False,0,,"Monorepo for a suite of `unified`-compatible converters for converting between, from, and to .docx, JATS XML, LaTeX, and PDF",21,2026-08-20T21:10:02Z
phrase-chain,discovered,github-search,https://github.com/itsbdell/phrase-chain,https://github.com/itsbdell/phrase-chain,github-search,,,False,,remote-only,,,,,,False,0,,Collaborative poetry chain — AI and human take turns writing stanzas,0,2026-04-02T17:38:43Z
prose-lint,discovered,github-search,https://github.com/openprose/prose-lint,https://github.com/openprose/prose-lint,github-search,,,False,,remote-only,,,,,,False,0,,"Deterministic Rust linter, LSP, and WASM build for OpenProse — the Markdown language for multi-agent orchestration. Checks the static, spec-driven parts of programs even when execution is delegated to an LLM; includes a conformance suite and adapter validation.",4,2026-07-27T14:27:25Z
prosefmt,discovered,github-search,https://github.com/extsoft/prosefmt,https://github.com/extsoft/prosefmt,github-search,,,False,,remote-only,,,,,,False,0,,The simplest text formatter ever,4,2026-04-22T17:18:19Z
proselint,discovered,github-search,https://github.com/vale-cli/proselint,https://github.com/vale-cli/proselint,github-search,,,False,,remote-only,,,,,,False,0,,A Vale-compatible implementation of Python's proselint linter.,45,2026-07-02T12:39:05Z
proselint,discovered,github-search,https://github.com/sapegin/proselint,https://github.com/sapegin/proselint,github-search,,,False,,remote-only,,,,,,False,0,,Proselint wrapper with a friendly reporter,62,2026-06-13T15:26:37Z
prosemd-lsp,discovered,github-search,https://github.com/kitten/prosemd-lsp,https://github.com/kitten/prosemd-lsp,github-search,,,False,,remote-only,,,,,,False,0,,An experimental proofreading and linting language server for markdown files ✍️,179,2026-08-10T11:06:30Z
proserunner,discovered,github-search,https://github.com/jeff-bruemmer/proserunner,https://github.com/jeff-bruemmer/proserunner,github-search,,,False,,remote-only,,,,,,False,0,,"A fast, customizable linter for prose.",6,2025-11-11T22:11:22Z
prosewash,discovered,github-search,https://github.com/amperser/prosewash,https://github.com/amperser/prosewash,github-search,,,False,,remote-only,,,,,,False,0,,Washing prose takes more effort than linting it. Many hands make light of this effort.,4,2020-06-02T21:20:48Z
readability-analysis-tool,discovered,github-search,https://github.com/MatthiasHoldorf/readability-analysis-tool,https://github.com/MatthiasHoldorf/readability-analysis-tool,github-search,,,False,,remote-only,,,,,,False,0,,Repository for the master thesis: Computer Support for the Analysis and Improvement of the Readability of IT-related Texts.,2,2020-09-24T08:54:28Z
readability-checker-with-cs,discovered,github-search,https://github.com/mikeuf/readability-checker-with-cs,https://github.com/mikeuf/readability-checker-with-cs,github-search,,,False,,remote-only,,,,,,False,0,,Readability Checker with C# that scans text with regex and gives an analysis.,4,2024-04-26T07:57:22Z
readability-score,discovered,github-search,https://github.com/rat-extensions/readability-score,https://github.com/rat-extensions/readability-score,github-search,,,False,,remote-only,,,,,,False,0,,A python tool that extracts the main text content of a web document and analysis it readability.,3,2025-04-06T01:38:24Z
readable,discovered,github-search,https://github.com/alexritter96/readable,https://github.com/alexritter96/readable,github-search,,,False,,remote-only,,,,,,False,0,,a simple python library for readability text analysis ,0,2018-03-21T22:21:32Z
red-pencil-editor-skills,discovered,github-search,https://github.com/justinneuman-coder/red-pencil-editor-skills,https://github.com/justinneuman-coder/red-pencil-editor-skills,github-search,,,False,,remote-only,,,,,,False,0,,"Agent Skills for AI-assisted editing that never rewrite your draft. Professor-mode gives substantive feedback on argument and style; editor-mode catches mechanical errors only. Never a ghostwriter. Works in Claude, Cursor, and more. From Ultra-Normal.",1,2026-06-12T17:47:23Z
redaktool,discovered,github-search,https://github.com/kyr0/redaktool,https://github.com/kyr0/redaktool,github-search,,,False,,remote-only,,,,,,False,0,,"Browser extension for editors and professionals engaged in text-related research, writing, and evaluation tasks. This tool serves as a comprehensive ""AI toolbox"" enabling direct interaction with content on any website for extraction, translation, summarization, re-phrasing and more.",18,2026-07-23T01:58:46Z
refine-my-diary,discovered,github-search,https://github.com/oukeidos/refine-my-diary,https://github.com/oukeidos/refine-my-diary,github-search,,,False,,remote-only,,,,,,False,0,,A local-first desktop diary app for practicing English writing with local LLM feedback.,0,2026-06-25T10:07:16Z
rust_grammar,discovered,github-search,https://github.com/Eeman1113/rust_grammar,https://github.com/Eeman1113/rust_grammar,github-search,,,False,,remote-only,,,,,,False,0,,"Comprehensive text analysis library in Rust - grammar, readability, and 19+ metrics",3,2026-08-15T09:38:46Z
scholarwrite-ai,discovered,github-search,https://github.com/fsuluu/scholarwrite-ai,https://github.com/fsuluu/scholarwrite-ai,github-search,,,False,,remote-only,,,,,,False,0,,"An AI-powered, Word/Google Docs–like academic writing editor designed for scientific papers.  This project demonstrates how agent-based AI systems can actively support academic writing by providing real-time feedback on academic tone, APA 7 compliance, citation requirements, conciseness, and stylistic clarity.  The system architecture combines: - N",0,2025-12-13T13:20:27Z
scientific-research-helper,discovered,github-search,https://github.com/NguyenAn2812/scientific-research-helper,https://github.com/NguyenAn2812/scientific-research-helper,github-search,,,False,,remote-only,,,,,,False,0,,"Claude Skill for scientific research, thesis, and academic paper writing. Analyzes documents, provides detailed feedback, suggests structural improvements, citations, and academic language enhancement.",5,2026-05-29T12:45:45Z
