screening_id,candidate_identity,known_item,title,source,year,doi,identifier,ai_term_hits,writing_term_hits,screening_decision,screening_reason,reviewer_1,reviewer_2,adjudication,exclusion_code,full_text_url,full_text_verified,screening_notes,selected_for_manual_review
S-5849,title:hit or be hit tests pre compositional abilities vision language models,no,Hit or Be Hit: Tests of (Pre)Compositional Abilities in Vision and Language Models,manual-import,2025,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-5948,doi:10 18653 v1 2025 findings emnlp 747,no,How Much Do Large Language Models Know about Human Motion? A Case Study in 3{D} Avatar Control,manual-import,2025,10.18653/v1/2025.findings-emnlp.747,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6049,doi:10 1007 s13304 025 02160 x,no,Humans-written versus ChatGPT-generated abstracts: beyond the discussion on “who wrote it”,crossref,2025,10.1007/s13304-025-02160-x,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6056,doi:10 18653 v1 2024 findings acl 676,no,Hybrid Alignment Training for Large Language Models,manual-import,2024,10.18653/v1/2024.findings-acl.676,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6091,doi:10 18653 v1 2024 findings acl 772,no,{I}n{F}o{B}ench: Evaluating Instruction Following Ability in Large Language Models,manual-import,2024,10.18653/v1/2024.findings-acl.772,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6187,doi:10 18653 v1 2021 acl demo 29,no,"{IF}ly{EA}: A {C}hinese Essay Assessment System with Automated Rating, Review Generation, and Recommendation",manual-import,2021,10.18653/v1/2021.acl-demo.29,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6194,doi:10 18653 v1 2026 ltedi 1 19,no,{IHLC}@{LT}-{EDI} 2026: Steering Toward Inclusivity - A Representation Engineering for Gender-Neutral Rewriting,manual-import,2026,10.18653/v1/2026.ltedi-1.19,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6273,doi:10 18653 v1 2026 acl long 686,no,Implicit Representations of Grammaticality in Language Models,manual-import,2026,10.18653/v1/2026.acl-long.686,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6356,title:improving language model low resource asr online text corpora,no,Improving the Language Model for Low-Resource {ASR} with Online Text Corpora,manual-import,2020,,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6358,title:improving language model reasoning self motivated learning,no,Improving Language Model Reasoning with Self-motivated Learning,manual-import,2024,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6395,doi:10 63317 5obqozzwbr2d,no,Improving Public Health Safety in Low-Resource Languages Using a Human-Verified Health Misinformation Corpus and Large Language Models,manual-import,2026,10.63317/5obqozzwbr2d,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6503,doi:10 18653 v1 2024 emnlp main 1264,no,Initialization of Large Language Models via Reparameterization to Mitigate Loss Spikes,manual-import,2024,10.18653/v1/2024.emnlp-main.1264,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6525,doi:10 18653 v1 2025 naacl long 502,no,Instruct-of-Reflection: Enhancing Large Language Models Iterative Reflection Capabilities via Dynamic-Meta Instruction,manual-import,2025,10.18653/v1/2025.naacl-long.502,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6598,doi:10 18653 v1 2024 emnlp main 193,no,Interpreting Arithmetic Mechanism in Large Language Models through Comparative Neuron Analysis,manual-import,2024,10.18653/v1/2024.emnlp-main.193,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6702,doi:10 18653 v1 2025 emnlp main 395,no,Investigating Value-Reasoning Reliability in Small Large Language Models,manual-import,2025,10.18653/v1/2025.emnlp-main.395,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6896,doi:10 18653 v1 2025 findings emnlp 888,no,{KELE}: A Multi-Agent Framework for Structured Socratic Teaching with Large Language Models,manual-import,2025,10.18653/v1/2025.findings-emnlp.888,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6940,doi:10 18653 v1 2025 acl long 540,no,Knowledge-Augmented Multimodal Clinical Rationale Generation for Disease Diagnosis with Small Language Models,manual-import,2025,10.18653/v1/2025.acl-long.540,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-6949,doi:10 18653 v1 2025 acl long 646,no,Knowledge Decoupling via Orthogonal Projection for Lifelong Editing of Large Language Models,manual-import,2025,10.18653/v1/2025.acl-long.646,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7079,title:l uxem bert simple practical data augmentation language model pre training l uxembourgish,no,{L}uxem{BERT}: Simple and Practical Data Augmentation in Language Model Pre-Training for {L}uxembourgish,manual-import,2022,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7244,doi:10 18653 v1 2024 acl long 195,no,Language Models Don{'}t Learn the Physical Manifestation of Language,manual-import,2024,10.18653/v1/2024.acl-long.195,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7481,doi:10 18653 v1 d18 1150,no,Large Margin Neural Language Model,manual-import,2018,10.18653/v1/D18-1150,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7538,title:learner characteristics feedback tutorial dialogue,no,Learner Characteristics and Feedback in Tutorial Dialogue,manual-import,2008,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7568,doi:10 18653 v1 2025 findings emnlp 1260,no,Learning Is Not A Race: Improving Retrieval in Language Models via Equal Learning,manual-import,2025,10.18653/v1/2025.findings-emnlp.1260,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7647,doi:10 18653 v1 p19 3033,no,Level-Up: Learning to Improve Proficiency Level of Essays,manual-import,2019,10.18653/v1/P19-3033,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7675,doi:10 18653 v1 2024 acl long 388,no,Leveraging Large Language Models for Learning Complex Legal Concepts through Storytelling,manual-import,2024,10.18653/v1/2024.acl-long.388,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7854,doi:10 18653 v1 2024 findings acl 26,no,{LLM}-{QAT}: Data-Free Quantization Aware Training for Large Language Models,manual-import,2024,10.18653/v1/2024.findings-acl.26,,3,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7872,doi:10 18653 v1 2024 acl demos 37,no,{LLMB}ox: A Comprehensive Library for Large Language Models,manual-import,2024,10.18653/v1/2024.acl-demos.37,,3,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-7954,doi:10 18653 v1 2025 emnlp main 995,no,Looking Beyond Text: Reducing Language Bias in Large Vision-Language Models via Multimodal Dual-Attention and Soft-Image Guidance,manual-import,2025,10.18653/v1/2025.emnlp-main.995,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8258,doi:10 18653 v1 2026 findings acl 414,no,Masking or Mitigating? Deconstructing the Impact of Query Rewriting on Retriever Biases in {RAG},manual-import,2026,10.18653/v1/2026.findings-acl.414,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8296,doi:10 1162 tacl a 00028,no,Measuring the Evolution of a Scientific Field through Citation Frames,manual-import,2018,https://doi.org/10.1162/tacl_a_00028,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8309,doi:10 18653 v1 2025 naacl long 469,no,Measuring memorization in language models via probabilistic extraction,manual-import,2025,10.18653/v1/2025.naacl-long.469,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8332,doi:10 18653 v1 2024 naacl long 227,no,Media Bias Detection Across Families of Language Models,manual-import,2024,10.18653/v1/2024.naacl-long.227,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8390,doi:10 18653 v1 2022 emnlp main 661,no,Meta-Learning Fast Weight Language Models,manual-import,2022,10.18653/v1/2022.emnlp-main.661,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8412,title:metalinguistic corrective feedback students response feedback l 2 writing,no,Metalinguistic Corrective Feedback and Students' Response to Feedback in {L}2 Writing,manual-import,2022,,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8463,doi:10 18653 v1 2023 findings acl 324,no,Mind the Biases: Quantifying Cognitive Biases in Language Model Prompting,manual-import,2023,10.18653/v1/2023.findings-acl.324,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8488,doi:10 18653 v1 2024 semeval 1 97,no,{MIPS} at {S}em{E}val-2024 Task 3: Multimodal Emotion-Cause Pair Extraction in Conversations with Multimodal Language Models,manual-import,2024,10.18653/v1/2024.semeval-1.97,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8493,doi:10 18653 v1 2023 acl long 293,no,{MISGENDERED}: Limits of Large Language Models in Understanding Pronouns,manual-import,2023,10.18653/v1/2023.acl-long.293,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8544,doi:10 18653 v1 2026 mellm 1 22,no,{ML}ingual{FC}: Evaluating Jailbreak Vulnerabilities in Multilingual Vision-Language Models,manual-import,2026,10.18653/v1/2026.mellm-1.22,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8548,doi:10 18653 v1 2024 eacl long 179,no,{MLC}opilot: Unleashing the Power of Large Language Models in Solving Machine Learning Tasks,manual-import,2024,10.18653/v1/2024.eacl-long.179,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8624,title:modular graph rewriting compute semantics,no,Modular Graph Rewriting to Compute Semantics,manual-import,2011,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8637,doi:10 18653 v1 2024 naacl short 26,no,More room for language: Investigating the effect of retrieval on language models,manual-import,2024,10.18653/v1/2024.naacl-short.26,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8664,doi:10 18653 v1 2025 findings emnlp 1083,no,{MT}ab{VQA}: Evaluating Multi-Tabular Reasoning of Language Models in Visual Space,manual-import,2025,10.18653/v1/2025.findings-emnlp.1083,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8750,doi:10 18653 v1 2024 latechclfl 1 8,no,Multi-word Expressions in {E}nglish Scientific Writing,manual-import,2024,10.18653/v1/2024.latechclfl-1.8,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8799,doi:10 18653 v1 2026 knowfm 1 9,no,Multimodal Generative Engine Optimization: Rank Manipulation for Vision{--}Language Model Rankers,manual-import,2026,10.18653/v1/2026.knowfm-1.9,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-8893,doi:10 18653 v1 2026 acl long 2044,no,Nature-Inspired Population-Based Evolution of Large Language Models,manual-import,2026,10.18653/v1/2026.acl-long.2044,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9129,title:online language model adaptation via n gram mixtures statistical machine translation,no,Online Language Model adaptation via N-gram Mixtures for Statistical Machine Translation,manual-import,2010,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9228,title:overview l egal slm shared task evaluating legal reasoning v ietnamese small language models,no,Overview of the {L}egal{SLM} Shared Task: Evaluating Legal Reasoning of {V}ietnamese Small Language Models,manual-import,2025,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9237,title:p apers p lease benchmark evaluating motivational values large language models based erg theory,no,{P}apers{P}lease: A Benchmark for Evaluating Motivational Values of Large Language Models Based on {ERG} Theory,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9244,doi:10 18653 v1 2024 findings emnlp 406,no,{P}cl{GPT}: A Large Language Model for Patronizing and Condescending Language Detection,manual-import,2024,10.18653/v1/2024.findings-emnlp.406,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9247,doi:10 18653 v1 2026 findings acl 675,no,{P}erf{C}oder: Large Language Models for Interpretable Code Performance Optimization,manual-import,2026,10.18653/v1/2026.findings-acl.675,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9271,title:p oem bert dynamic masking content ratio based semantic language model c hinese poem generation,no,{P}oem{BERT}: A Dynamic Masking Content and Ratio Based Semantic Language Model For {C}hinese Poem Generation,manual-import,2025,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9305,doi:10 18653 v1 2025 findings emnlp 1266,no,{P}roc{VQA}: Benchmarking the Effects of Structural Properties in Mined Process Visualizations on Vision{--}Language Model Performance,manual-import,2025,10.18653/v1/2025.findings-emnlp.1266,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9309,doi:10 18653 v1 2026 acl long 516,no,{P}rogress{LM}: Towards Progress Reasoning in Vision-Language Models,manual-import,2026,10.18653/v1/2026.acl-long.516,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9331,title:p y tod programmable task oriented dialogue execution feedback,no,{P}y{TOD}: Programmable Task-Oriented Dialogue with Execution Feedback,manual-import,2025,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9385,doi:10 1162 coli a 00295,no,Parsing Argumentation Structures in Persuasive Essays,manual-import,2017,10.1162/COLI_a_00295,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9443,doi:10 18653 v1 2025 acl long 267,no,People who frequently use {C}hat{GPT} for writing tasks are accurate and robust detectors of {AI}-generated text,manual-import,2025,10.18653/v1/2025.acl-long.267,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9484,doi:10 18653 v1 2024 emnlp main 364,no,Personas as a Way to Model Truthfulness in Language Models,manual-import,2024,10.18653/v1/2024.emnlp-main.364,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9552,doi:10 18653 v1 2022 inlg main 5,no,Plot Writing From Pre-Trained Language Models,manual-import,2022,10.18653/v1/2022.inlg-main.5,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9580,doi:10 18653 v1 2024 starsem 1 3,no,Polysemy through the lens of psycholinguistic variables: a dataset and an evaluation of static and contextualized language models,manual-import,2024,10.18653/v1/2024.starsem-1.3,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9620,doi:10 18653 v1 2024 emnlp main 226,no,{PR}ompt Optimization in Multi-Step Tasks ({PROMST}): Integrating Human Feedback and Heuristic-based Sampling,manual-import,2024,10.18653/v1/2024.emnlp-main.226,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9645,doi:10 18653 v1 2025 emnlp main 1356,no,Pre-trained Language Models Learn Remarkably Accurate Representations of Numbers,manual-import,2025,10.18653/v1/2025.emnlp-main.1356,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9699,doi:10 18653 v1 2024 emnlp main 325,no,To Preserve or To Compress: An In-Depth Study of Connector Selection in Multimodal Large Language Models,manual-import,2024,10.18653/v1/2024.emnlp-main.325,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9724,doi:10 18653 v1 2023 inlg main 3,no,Preventing Generation of Verbatim Memorization in Language Models Gives a False Sense of Privacy,manual-import,2023,10.18653/v1/2023.inlg-main.3,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9741,doi:10 1186 s13643 020 01542 z,yes,{PRISMA-S}: An Extension to the {PRISMA} Statement for Reporting Literature Searches in Systematic Reviews,local-bibliography,2021,10.1186/s13643-020-01542-z,,0,0,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-9818,doi:10 18653 v1 2025 xllm 1 0,no,Proceedings of the 1st Joint Workshop on Large Language Models and Structure Modeling (XLLM 2025),manual-import,2025,10.18653/v1/2025.xllm-1.0,,3,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9885,title:prompt based gender inclusive p olish e nglish translation using bielik large language model structured output,no,Prompt-Based Gender-Inclusive {P}olish-{E}nglish Translation Using Bielik Large Language Model with Structured Output,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-9944,doi:10 18653 v1 2025 emnlp main 852,yes,Prototypical Human--{AI} Collaboration Behaviors from {LLM}-Assisted Writing in the Wild,local-bibliography,2025,10.18653/v1/2025.emnlp-main.852,,3,2,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-9992,doi:10 18653 v1 2024 acl long 274,no,{Q}uery{A}gent: A Reliable and Efficient Reasoning Framework with Environmental Feedback based Self-Correction,manual-import,2024,10.18653/v1/2024.acl-long.274,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10009,doi:10 18653 v1 2026 eacl demo 37,no,{QSTN}: A Modular Framework for Robust Questionnaire Inference with Large Language Models,manual-import,2026,10.18653/v1/2026.eacl-demo.37,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10129,title:r o bert uito pre trained language model social media text s panish,no,{R}o{BERT}uito: a pre-trained language model for social media text in {S}panish,manual-import,2022,,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10143,doi:10 18653 v1 2024 naacl long 394,no,{R}-Tuning: Instructing Large Language Models to Say `{I} Don{'}t Know',manual-import,2024,10.18653/v1/2024.naacl-long.394,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10250,title:reasoning paths ranking method reasoning optimization small scale large language models,no,面向小规模大语言模型推理优化的推理路径排序方法(A Reasoning Paths Ranking Method for Reasoning Optimization of Small-scale Large Language Models),manual-import,2024,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10338,doi:10 3109 0142159x 2015 1044950,no,Reflections on feedback: Closing the loop,crossref,2015,10.3109/0142159x.2015.1044950,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10365,doi:10 18653 v1 d17 1153,no,Reinforcement Learning for Bandit Neural Machine Translation with Simulated Human Feedback,manual-import,2017,10.18653/v1/D17-1153,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10454,doi:10 18653 v1 2024 acl long 229,no,Respond in my Language: Mitigating Language Inconsistency in Response Generation based on Large Language Models,manual-import,2024,10.18653/v1/2024.acl-long.229,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10517,doi:10 18653 v1 2025 acl long 1444,no,Retrofitting Large Language Models with Dynamic Tokenization,manual-import,2025,10.18653/v1/2025.acl-long.1444,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10601,title:revisiting k nn fine tuning pre trained language models,no,Revisiting k-{NN} for Fine-tuning Pre-trained Language Models,manual-import,2023,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10650,title:riscore enhancing context riddle solving language models through context reconstructed example augmentation,no,{RISCORE}: Enhancing In-Context Riddle Solving in Language Models through Context-Reconstructed Example Augmentation,manual-import,2025,,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-10668,doi:10 1145 3748522 3779926,no,Robust LLM-as-a-Judge Validators for Assessing the Quality of Educational Exams,crossref,2026,10.1145/3748522.3779926,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11051,doi:10 18653 v1 2025 findings emnlp 140,no,Seeing is Believing: Emotion-Aware Audio-Visual Language Modeling for Expressive Speech Generation,manual-import,2025,10.18653/v1/2025.findings-emnlp.140,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11260,doi:10 3386 w33795,yes,Shifting Work Patterns with Generative {AI},local-bibliography,2025,10.3386/w33795,,1,0,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-11292,doi:10 18653 v1 k19 1086,no,A Simple and Effective Method for Injecting Word-Level Information into Character-Aware Neural Language Models,manual-import,2019,10.18653/v1/K19-1086,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11338,doi:10 18653 v1 2025 findings ijcnlp 92,no,{SLM}-{SQL}: An Exploration of Small Language Models for Text-to-{SQL},manual-import,2025,10.18653/v1/2025.findings-ijcnlp.92,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11704,doi:10 18653 v1 2024 wikinlp 1 18,no,Summarization-Based Document {ID}s for Generative Retrieval with Language Models,manual-import,2024,10.18653/v1/2024.wikinlp-1.18,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11752,doi:10 18653 v1 2025 findings acl 614,no,"A Survey of Mathematical Reasoning in the Era of Multimodal Large Language Model: Benchmark, Method {\&} Challenges",manual-import,2025,10.18653/v1/2025.findings-acl.614,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11791,title:synchronous linear context free rewriting systems machine translation,no,Synchronous Linear Context-Free Rewriting Systems for Machine Translation,manual-import,2013,,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11852,doi:10 1016 j jeap 2026 101726,yes,"A Systematic Review of {AI}-Assisted Academic Writing: Tools, Measures, and Effects",local-bibliography,2026,10.1016/j.jeap.2026.101726,,0,3,known-item-manual-screen-required,Known-item challenge candidate; never auto-exclude.,,,,,,no,,yes
S-11871,doi:10 18653 v1 2024 emnlp main 393,no,{T}aylor Unswift: Secured Weight Release for Large Language Models via {T}aylor Expansion,manual-import,2024,10.18653/v1/2024.emnlp-main.393,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11971,doi:10 18653 v1 2025 arabicnlp sharedtasks 137,no,Taibah at {TAQEEM} 2025: Leveraging {GPT}-4o for {A}rabic Essay Scoring,manual-import,2025,10.18653/v1/2025.arabicnlp-sharedtasks.137,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-11972,doi:10 18653 v1 2024 emnlp demo 21,no,{TAIL}: A Toolkit for Automatic and Realistic Long-Context Large Language Model Evaluation,manual-import,2024,10.18653/v1/2024.emnlp-demo.21,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-12103,title:tesla at g en ai detection task 2 fast scalable method detection academic essay authenticity,no,Tesla at {G}en{AI} Detection Task 2: Fast and Scalable Method for Detection of Academic Essay Authenticity,manual-import,2025,,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-12275,title:topics as entity clusters entity based topics from large language models graph neural networks,no,Topics as Entity Clusters: Entity-based Topics from Large Language Models and Graph Neural Networks,manual-import,2024,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
