screening_id,candidate_identity,known_item,title,source,year,doi,identifier,ai_term_hits,writing_term_hits,screening_decision,screening_reason,reviewer_1,reviewer_2,adjudication,exclusion_code,full_text_url,full_text_verified,screening_notes,selected_for_manual_review
S-2993,doi:10 18653 v1 2022 acl long 577,no,Deduplicating Training Data Makes Language Models Better,manual-import,2022,10.18653/v1/2022.acl-long.577,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-2994,doi:10 18653 v1 2025 emnlp main 550,no,"Deep Associations, High Creativity: A Simple yet Effective Metric for Evaluating Large Language Models",manual-import,2025,10.18653/v1/2025.emnlp-main.550,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-2995,doi:10 18653 v1 2020 semeval 1 164,no,Deep Learning Brasil - {NLP} at {S}em{E}val-2020 Task 9: Sentiment Analysis of Code-Mixed Tweets Using Ensemble of Language Models,manual-import,2020,10.18653/v1/2020.semeval-1.164,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-2996,doi:10 1162 coli a 00426,no,Deep learning for text style transfer: a survey,local-bibliography,2022,10.1162/coli\_a\_00426,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-2997,doi:10 18653 v1 k15 1031,no,Deep Neural Language Models for Machine Translation,manual-import,2015,10.18653/v1/K15-1031,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-2998,title:deep neural network language models,no,Deep Neural Network Language Models,manual-import,2012,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-2999,title:deep syntax language models statistical machine translation,no,Deep Syntax Language Models and Statistical Machine Translation,manual-import,2010,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3000,doi:10 18653 v1 2025 acl long 1000,no,Deep Temporal Reasoning in Video Language Models: A Cross-Linguistic Evaluation of Action Duration and Completion through Perfect Times,manual-import,2025,10.18653/v1/2025.acl-long.1000,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3001,doi:10 18653 v1 2026 findings eacl 154,no,Defeating Cerberus: Privacy-Leakage Mitigation in Vision Language Models,manual-import,2026,10.18653/v1/2026.findings-eacl.154,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3002,doi:10 18653 v1 2024 findings emnlp 293,no,Defending Large Language Models Against Jailbreak Attacks via Layer-specific Editing,manual-import,2024,10.18653/v1/2024.findings-emnlp.293,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3003,doi:10 18653 v1 2025 ijcnlp short 2,no,Defending Large Language Models against Jailbreak Attacks via Semantic Smoothing,manual-import,2025,10.18653/v1/2025.ijcnlp-short.2,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3004,doi:10 18653 v1 2024 acl long 481,no,Defending Large Language Models Against Jailbreaking Attacks Through Goal Prioritization,manual-import,2024,10.18653/v1/2024.acl-long.481,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3005,doi:10 18653 v1 2021 findings acl 287,no,Defending Pre-trained Language Models from Adversarial Word Substitution Without Performance Sacrifice,manual-import,2021,10.18653/v1/2021.findings-acl.287,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3006,doi:10 18653 v1 2025 findings acl 23,no,Defensive Prompt Patch: A Robust and Generalizable Defense of Large Language Models against Jailbreak Attacks,manual-import,2025,10.18653/v1/2025.findings-acl.23,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3007,doi:10 35542 osf io 9j2hc v1,no,Defensive Writing in the Age of AI: Writing to Prove Your Humanity,crossref,2026,10.35542/osf.io/9j2hc_v1,,2,3,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3008,doi:10 18653 v1 2025 acl long 567,no,Defining and Evaluating Visual Language Models' Basic Spatial Abilities: A Perspective from Psychometrics,manual-import,2025,10.18653/v1/2025.acl-long.567,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3009,doi:10 18653 v1 2024 emnlp main 900,no,Defining Knowledge: Bridging Epistemology and Large Language Models,manual-import,2024,10.18653/v1/2024.emnlp-main.900,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3010,doi:10 18653 v1 2025 trustnlp main 32,no,Defining and Quantifying Visual Hallucinations in Vision-Language Models,manual-import,2025,10.18653/v1/2025.trustnlp-main.32,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3011,doi:10 18653 v1 2024 emnlp main 1132,no,{DEFT}-{UCS}: Data Efficient Fine-Tuning for Pre-Trained Language Models via Unsupervised Core-Set Selection for Text-Editing,manual-import,2024,10.18653/v1/2024.emnlp-main.1132,,1,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3012,doi:10 18653 v1 2024 futured 1 3,no,{DEGREE}{\textasciicircum}2: Efficient Extraction of Multiple Events Using Language Models,manual-import,2024,10.18653/v1/2024.futured-1.3,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3013,doi:10 18653 v1 2024 caldpseudo 1 5,no,Deidentifying a {N}orwegian Clinical Corpus - an Effort to Create a Privacy-preserving {N}orwegian Large Clinical Language Model,manual-import,2024,10.18653/v1/2024.caldpseudo-1.5,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3014,doi:10 18653 v1 2024 semeval 1 180,no,Deja Vu at {S}em{E}val 2024 Task 9: A Comparative Study of Advanced Language Models for Commonsense Reasoning,manual-import,2024,10.18653/v1/2024.semeval-1.180,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3015,doi:10 18653 v1 2025 acl long 1540,no,Deliberate Reasoning in Language Models as Structure-Aware Planning with an Accurate World Model,manual-import,2025,10.18653/v1/2025.acl-long.1540,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3016,doi:10 18653 v1 2025 findings acl 598,no,{DELMAN}: Dynamic Defense Against Large Language Model Jailbreaking with Model Editing,manual-import,2025,10.18653/v1/2025.findings-acl.598,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3017,identifier:arxiv 2406 07016,no,Delving into {LLM}-assisted writing in biomedical publications through excess vocabulary,local-bibliography,2025,,arXiv:2406.07016,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3018,doi:10 1126 sciadv adt3813,no,Delving into LLM-assisted writing in biomedical publications through excess vocabulary,crossref,2025,10.1126/sciadv.adt3813,,4,5,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3019,doi:10 18653 v1 2025 acl long 15,no,Delving into Multilingual Ethical Bias: The {MSQAD} with Statistical Hypothesis Tests for Large Language Models,manual-import,2025,10.18653/v1/2025.acl-long.15,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3020,doi:10 18653 v1 2022 naacl main 407,no,{DEM}ix Layers: Disentangling Domains for Modular Language Modeling,manual-import,2022,10.18653/v1/2022.naacl-main.407,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3021,doi:10 18653 v1 2026 eacl long 27,no,Democratic or Authoritarian? Probing a New Dimension of Political Biases in Large Language Models,manual-import,2026,10.18653/v1/2026.eacl-long.27,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3022,doi:10 1016 b978 0 443 34073 4 00005 8,no,Democratization or devaluation? A critical reflection on the impacts of AI on human creatives and creativity professionals,crossref,2026,10.1016/b978-0-443-34073-4.00005-8,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3023,doi:10 18653 v1 2024 emnlp main 372,no,Democratizing Large Language Models via Personalized Parameter-Efficient Fine-tuning,manual-import,2024,10.18653/v1/2024.emnlp-main.372,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3024,doi:10 18653 v1 2023 emnlp main 120,no,Democratizing Reasoning Ability: Tailored Learning from Large Language Model,manual-import,2023,10.18653/v1/2023.emnlp-main.120,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3025,doi:10 18653 v1 2022 aacl short 38,no,Demographic-Aware Language Model Fine-tuning as a Bias Mitigation Technique,manual-import,2022,10.18653/v1/2022.aacl-short.38,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3026,doi:10 18653 v1 d18 2009,no,Demonstrating {P}ar4{S}em - A Semantic Writing Aid with Adaptive Paraphrasing,manual-import,2018,10.18653/v1/D18-2009,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3027,doi:10 18653 v1 2025 uncertainlp main 14,no,Demystify Verbosity Compensation Behavior of Large Language Models,manual-import,2025,10.18653/v1/2025.uncertainlp-main.14,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3028,doi:10 18653 v1 2024 acl srw 15,no,Demystifying Instruction Mixing for Fine-tuning Large Language Models,manual-import,2024,10.18653/v1/2024.acl-srw.15,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3029,doi:10 18653 v1 2025 emnlp main 147,no,Demystifying optimized prompts in language models,manual-import,2025,10.18653/v1/2025.emnlp-main.147,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3030,doi:10 18653 v1 2025 findings naacl 456,no,Demystifying the Power of Large Language Models in Graph Generation,manual-import,2025,10.18653/v1/2025.findings-naacl.456,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3031,doi:10 18653 v1 2023 findings emnlp 679,no,Demystifying Prompts in Language Models via Perplexity Estimation,manual-import,2023,10.18653/v1/2023.findings-emnlp.679,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3032,doi:10 18653 v1 2025 acl long 718,no,Demystifying Small Language Models for Edge Deployment,manual-import,2025,10.18653/v1/2025.acl-long.718,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3033,doi:10 18653 v1 2024 emnlp main 598,no,Demystifying Verbatim Memorization in Large Language Models,manual-import,2024,10.18653/v1/2024.emnlp-main.598,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3034,doi:10 18653 v1 2026 findings eacl 40,no,Denoising Concept Vectors with Sparse Autoencoders for Improved Language Model Steering,manual-import,2026,10.18653/v1/2026.findings-eacl.40,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3035,doi:10 18653 v1 2022 findings naacl 178,no,Denoising Neural Network for News Recommendation with Positive and Negative Implicit Feedback,manual-import,2022,10.18653/v1/2022.findings-naacl.178,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3036,doi:10 18653 v1 2025 acl long 360,no,Deontological Keyword Bias: The Impact of Modal Expressions on Normative Judgments of Language Models,manual-import,2025,10.18653/v1/2025.acl-long.360,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3037,doi:10 3115 v1 d14 1176,no,Dependency-Based Bilingual Language Models for Reordering in Statistical Machine Translation,manual-import,2014,10.3115/v1/D14-1176,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3038,doi:10 18653 v1 2022 acl long 535,no,Dependency-based Mixture Language Models,manual-import,2022,10.18653/v1/2022.acl-long.535,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3039,title:dependency language models sentence completion,no,Dependency Language Models for Sentence Completion,manual-import,2013,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3040,title:dependency language models transition based dependency parsing,no,Dependency Language Models for Transition-based Dependency Parsing,manual-import,2017,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3041,title:dependency lengths speech writing cross linguistic comparison via youdepp pipeline scraping parsing youtube captions,no,"Dependency lengths in speech and writing: A cross-linguistic comparison via {YouDePP}, a pipeline for scraping and parsing {YouTube} captions",manual-import,2021,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3042,doi:10 18653 v1 w15 2204,no,Dependency Parsing with Graph Rewriting,manual-import,2015,10.18653/v1/W15-2204,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3043,doi:10 3115 v1 p15 2084,no,Dependency Recurrent Neural Language Models for Sentence Completion,manual-import,2015,10.3115/v1/P15-2084,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3044,doi:10 18653 v1 2024 acl long 84,no,Dependency Transformer Grammars: Integrating Dependency Structures into Transformer Language Models,manual-import,2024,10.18653/v1/2024.acl-long.84,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3045,title:deploying multi task online server large language model,no,Deploying Multi-task Online Server with Large Language Model,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3046,doi:10 18653 v1 2023 emnlp main 174,no,{DEPN}: Detecting and Editing Privacy Neurons in Pretrained Language Models,manual-import,2023,10.18653/v1/2023.emnlp-main.174,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3047,doi:10 18653 v1 2025 emnlp industry 151,no,Depression Detection on Social Media with Large Language Models,manual-import,2025,10.18653/v1/2025.emnlp-industry.151,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3048,doi:10 18653 v1 2025 mathnlp main 14,no,An in-depth human study of the mathematical reasoning abilities in Large Language Models,manual-import,2025,10.18653/v1/2025.mathnlp-main.14,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3049,doi:10 18653 v1 2026 findings acl 991,no,Deputy: Accelerating Large Language Model Inference with Dynamic Low-Rank Substitution,manual-import,2026,10.18653/v1/2026.findings-acl.991,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3050,doi:10 18653 v1 2024 clinicalnlp 1 12,no,{DERA}: Enhancing Large Language Model Completions with Dialog-Enabled Resolving Agents,manual-import,2024,10.18653/v1/2024.clinicalnlp-1.12,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3051,doi:10 18653 v1 2025 findings acl 18,no,Derailer-Rerailer: Adaptive Verification for Efficient and Reliable Language Model Reasoning,manual-import,2025,10.18653/v1/2025.findings-acl.18,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3052,title:derivation document vectors from adaptation lstm language model,no,Derivation of Document Vectors from Adaptation of {LSTM} Language Model,manual-import,2017,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3053,doi:10 18653 v1 2025 conll 1 7,no,Derivational Probing: Unveiling the Layer-wise Derivation of Syntactic Structures in Neural Language Models,manual-import,2025,10.18653/v1/2025.conll-1.7,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3054,doi:10 18653 v1 2023 acl short 99,no,Deriving Language Models from Masked Language Models,manual-import,2023,10.18653/v1/2023.acl-short.99,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3055,doi:10 18653 v1 2025 emnlp main 575,no,Deriving Strategic Market Insights with Large Language Models: A Benchmark for Forward Counterfactual Generation,manual-import,2025,10.18653/v1/2025.emnlp-main.575,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3056,doi:10 18653 v1 2021 repl4nlp 1 19,no,Deriving Word Vectors from Contextualized Language Models using Topic-Aware Mention Selection,manual-import,2021,10.18653/v1/2021.repl4nlp-1.19,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3057,doi:10 7551 mitpress 14453 003 0021,no,The Dermatologist: AI-Assisted Skin Imaging,crossref,2022,10.7551/mitpress/14453.003.0021,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-3058,doi:10 1515 9781474473644,no,The Derrida Reader,crossref,2019,10.1515/9781474473644,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-3059,title:description morphological features s erbian revision using feature system declaration,no,A Description of Morphological Features of {S}erbian: a Revision using Feature System Declaration,manual-import,2010,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3060,doi:10 18653 v1 2025 babylm main 9,no,Design and Analysis of few Million Parameter Transformer-based Language Models trained over a few Million Tokens Dataset,manual-import,2025,10.18653/v1/2025.babylm-main.9,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3061,doi:10 18653 v1 2025 acl long 1603,no,Design Choices for Extending the Context Length of Visual Language Models,manual-import,2025,10.18653/v1/2025.acl-long.1603,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3062,doi:10 54364 aaiml 2025 53240,no,Design and Evaluation Methods for LLM-Based Explainable AI (XAI)-Based Human-AI Collaboration Systems,crossref,2025,10.54364/aaiml.2025.53240,,5,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3063,title:design input method t aiwanese hokkien using unsupervized word segmentation language modeling,no,Design of an Input Method for {T}aiwanese Hokkien using Unsupervized Word Segmentation for Language Modeling,manual-import,2016,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3064,doi:10 18653 v1 2022 slpat 1 1,no,Design principles of an open-source language modeling microservice package for {AAC} text-entry applications,manual-import,2022,10.18653/v1/2022.slpat-1.1,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3065,doi:10 18653 v1 2024 langmol 1 5,no,Design Proteins Using Large Language Models: Enhancements and Comparative Analyses,manual-import,2024,10.18653/v1/2024.langmol-1.5,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3066,doi:10 18653 v1 2022 in2writing 1 2,no,A Design Space for Writing Support Tools Using a Cognitive Process Model of Writing,manual-import,2022,10.18653/v1/2022.in2writing-1.2,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3067,doi:10 1201 9781003738374,no,Designing Agentic AI Experiences,crossref,2026,10.1201/9781003738374,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-3068,doi:10 18653 v1 2026 law main 11,no,Designing Annotation Guidelines for Trait-Based {A}rabic Automated Essay Scoring: A Systematic Methodology,manual-import,2026,10.18653/v1/2026.law-main.11,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3069,doi:10 4018 979 8 3373 8217 3 ch002,no,Designing Collaborative Intelligence,crossref,2026,10.4018/979-8-3373-8217-3.ch002,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3070,doi:10 1075 lllt 59 08kes,no,"Designing collaborative writing tasks for face-to-face and
								computer-mediated communication contexts",crossref,2023,10.1075/lllt.59.08kes,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3071,doi:10 1201 9781003738374 10,no,Designing the Conversation,crossref,2026,10.1201/9781003738374-10,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-3072,doi:10 1201 9781003738374 11,no,Designing for Delegation and Correction,crossref,2026,10.1201/9781003738374-11,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-3073,title:designing extensible api integrating language modeling realization,no,Designing an Extensible {API} for Integrating Language Modeling and Realization,manual-import,2005,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3074,doi:10 14711 thesis 991013340344203412,no,Designing human-AI alignment to improve collaborative decision-making,crossref,,10.14711/thesis-991013340344203412,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3075,doi:10 1007 978 3 642 85098 1 13,no,Designing Human-Computer Collaborative Learning,crossref,1995,10.1007/978-3-642-85098-1_13,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-3076,doi:10 1007 978 3 642 77684 7 14,no,Designing Human Interfaces for Collaborative Learning,crossref,1992,10.1007/978-3-642-77684-7_14,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-3077,doi:10 1007 978 981 95 5585 7 13,no,"Designing Nudges, Designing Trust: Toward Ethical and Human-Centered AI",crossref,2026,10.1007/978-981-95-5585-7_13,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-3078,doi:10 18653 v1 2025 ijcnlp short 25,no,A Detailed Factor Analysis for the Political Compass Test: Navigating Ideologies of Large Language Models,manual-import,2025,10.18653/v1/2025.ijcnlp-short.25,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3079,doi:10 18653 v1 2025 naacl long 74,no,"Detect, Disambiguate, and Translate: On-Demand Visual Reasoning for Multimodal Machine Translation with Large Vision-Language Models",manual-import,2025,10.18653/v1/2025.naacl-long.74,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3080,doi:10 18653 v1 2021 findings emnlp 352,no,Detect and Perturb: Neutral Rewriting of Biased and Sensitive Text via Gradient-based Decoding,manual-import,2021,10.18653/v1/2021.findings-emnlp.352,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3081,identifier:arxiv 2301 11305,no,{DetectGPT}: zero-shot machine-generated text detection using probability curvature,local-bibliography,2023,,arXiv:2301.11305,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3082,doi:10 18653 v1 2026 acl industry 15,no,Detecting {AI}-Generated Content on Social Media with Multi-modal Language Models,manual-import,2026,10.18653/v1/2026.acl-industry.15,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3083,doi:10 18653 v1 2023 argmining 1 1,no,Detecting Argumentative Fallacies in the Wild: Problems and Limitations of Large Language Models,manual-import,2023,10.18653/v1/2023.argmining-1.1,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3084,doi:10 1016 j asw 2024 100899,no,Detecting and assessing AI-generated and human-produced texts: The case of second language writing teachers,crossref,2024,10.1016/j.asw.2024.100899,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3085,doi:10 18653 v1 2025 gebnlp 1 3,no,Detecting Bias and Intersectional Bias in {I}talian Word Embeddings and Language Models,manual-import,2025,10.18653/v1/2025.gebnlp-1.3,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3086,title:detecting child objectification social media challenges language modeling,no,Detecting Child Objectification on Social Media: Challenges in Language Modeling,manual-import,2025,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3087,doi:10 18653 v1 2025 emnlp main 1765,no,Detecting Corpus-Level Knowledge Inconsistencies in {W}ikipedia with Large Language Models,manual-import,2025,10.18653/v1/2025.emnlp-main.1765,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
